model_key,model_label,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,param_gamma,param_kernel,param_max_depth,param_max_features,param_min_samples_split,param_n_estimators,param_learning_rate,param_subsample,param_colsample_bytree,param_min_child_samples,param_num_leaves,param_reg_alpha,param_depth,param_iterations,param_l2_leaf_reg
svm,Support Vector Machine,2.370817041397095,0.04339540610398792,0.29361543655395506,0.010417071329185163,0.1,,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.49184526500301123,0.5063929536727498,0.5191639914323797,0.43404332511168947,0.5309015078530098,0.49646940861456806,0.033815644011051596,9,0.5549047080821283,0.5013250041620964,0.5301209256367722,0.5059838992873676,0.552225061855422,0.5289119198047574,0.02239339799731021,scale,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,2.2961856365203857,0.04731411661960899,0.2871654510498047,0.01635605324992345,0.1,,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.4910504197186704,0.4591125283909057,0.4853711688683491,0.40306191036353345,0.49066521284596765,0.46585224803748526,0.03352512393768703,14,0.5237782915547777,0.462034978238712,0.4881159405204868,0.46820485364403386,0.5049776489802753,0.48942234258765716,0.022909626953817375,auto,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,3.769663906097412,1.121932373715617,0.5969236373901368,0.2272774388473709,0.1,,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,3.4679489135742188,0.5750074070082967,0.3711841583251953,0.15590911196936721,0.1,,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.4693745838879647,0.3975453174315662,0.5072845577671565,0.32700883924835356,0.3995562949272161,0.42015391865245144,0.06265115949166548,17,0.5056302264656679,0.3838217327866112,0.4893558449940817,0.3756054653203348,0.41165049861982905,0.4332127536373049,0.05407280375066365,0.1,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,3.4691890716552733,1.7294339337340823,0.326153039932251,0.07866410962081007,1.0,,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.5349746878747318,0.534731240905186,0.5365900870950072,0.489213883718812,0.4978123254801493,0.5186644450147773,0.02072506234517562,3,0.5832285797330443,0.5748763003740337,0.5889215520725364,0.5629485464609084,0.5905531256224607,0.5801056208525968,0.010181697949845575,scale,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,5.9716051578521725,1.3974116620984023,1.2248711585998535,0.5759714323328077,1.0,,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.5276949969479733,0.5158932383093748,0.5337850415553392,0.44728197678407317,0.5145783576418421,0.5078467222477204,0.031128444053524176,7,0.5581018437200982,0.5291374993893572,0.5657570507204203,0.5266775987304746,0.5707332369229899,0.5500814458966681,0.018563064390940614,auto,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,6.274952745437622,1.3875316659159715,0.6143792152404786,0.09760331961787468,1.0,,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.5044228404431983,0.5112700449112283,0.4575751304430782,0.4531072898018361,0.5005234663301226,0.48537975438589276,0.024806802955852896,13,0.5176841412575299,0.48710858755254377,0.4996124397622813,0.48793831555454675,0.5073853363035036,0.49994576408608105,0.011654014640031183,0.01,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,5.130937004089356,1.0892739566213692,0.4747164726257324,0.04320851809038293,1.0,,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.4944235601816979,0.45103367119209586,0.47813721469723663,0.38715518239459085,0.4795855437284834,0.4580670344388209,0.038119848637291905,15,0.5178716572771,0.45958652856066956,0.4858718077226193,0.462784589970057,0.49222258369523797,0.48366743344513674,0.02127891877593181,0.1,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,4.762095880508423,0.8179989574073651,0.42911815643310547,0.025234427600377418,10.0,,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.5637649176322886,0.525469561253477,0.515759600672905,0.509861463968193,0.4899790983119878,0.5209669283677703,0.02434187667706547,2,0.6166326093205449,0.6272870350476852,0.6227914477693366,0.6282066026240171,0.6272736084215952,0.6244382606366358,0.004335788258872407,scale,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,5.248904800415039,1.0180047579041442,0.48798584938049316,0.024558176108403728,10.0,,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.5553052949398514,0.5229125165837972,0.5246234644121103,0.4950863383822936,0.5084348552055805,0.5212724939047265,0.020113030266175568,1,0.5901028363639357,0.5956426024490421,0.5997540797444023,0.5654453506025373,0.6000067945905173,0.590190332750087,0.01288314574633219,auto,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,3.986588144302368,0.05846148635547604,0.5275535583496094,0.07170793056154323,10.0,,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.43141780622664583,0.391859568683256,0.39119443788900443,0.3041120432878262,0.32959392958896816,0.3696355571351401,0.04620043535487622,18,0.4795483256626906,0.3914322852088602,0.4090348155768732,0.37075874013188764,0.35761342039864336,0.40167751739579105,0.0427096542502948,0.01,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,4.040568494796753,0.037144101536445234,0.5198594093322754,0.10868379603710067,10.0,,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.5239368319955838,0.511090241830264,0.5202104118037427,0.4395745463372492,0.5211337602331519,0.5031891584399983,0.03209811131291043,8,0.5553527261164843,0.5108643235341901,0.5610625807083668,0.5077963441530121,0.5683169225818592,0.5406785794187825,0.025941655123391267,0.1,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,9.088654470443725,0.46381702878559244,0.4115766048431396,0.021537038990782843,100.0,,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.5284782073901199,0.5070882372843575,0.5077524002897476,0.5276511925723413,0.4810977075451664,0.5104135490163466,0.017326431885117108,5,0.6664026016044556,0.6606953322850292,0.6563841364107771,0.661549540958871,0.6709413933818997,0.6631946009282066,0.005012764799111523,scale,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,8.571724939346314,0.4331380151050106,0.552753210067749,0.21849451288970256,100.0,,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.5658262221967891,0.5133034114019336,0.5185882986815377,0.5102212392433287,0.48127249327574495,0.5178423329598668,0.02727286616410838,4,0.615023386553849,0.6255882516220946,0.6191946502633949,0.6155594942612012,0.6280009142356525,0.6206733393872385,0.005255656304459856,auto,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,5.9731145858764645,1.0385544295142202,0.6062100887298584,0.12351763034484912,100.0,,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.4648160082964306,0.4466994976228097,0.44515364168552224,0.3519413028234622,0.4432466805838621,0.4303714262024173,0.03997150353728175,16,0.47776271270675663,0.4455219079483587,0.45112170844053,0.42268246097928297,0.4429524516716836,0.44800824834932235,0.017709659835721876,0.01,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,6.0857508182525635,0.7756130203543656,0.4436666011810303,0.06029100176993503,100.0,,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.5424673569288141,0.5175237988275913,0.529636390255006,0.45031443169412466,0.5020791696752217,0.5084042294761515,0.031964664353605496,6,0.5679693316562777,0.557458735668783,0.580062746146517,0.5293672065022913,0.5866494082581799,0.5643014856464099,0.0201421307638567,0.1,rbf,,,,,,,,,,,,,
svm,Support Vector Machine,1.8989976406097413,0.039330814515439676,0.07167797088623047,0.0014759580033633754,0.1,,"{'C': 0.1, 'kernel': 'linear'}",0.495383095961808,0.4970501217477084,0.4471793406957638,0.4916614884156269,0.4985490070899473,0.48596461078217085,0.019528005721646993,12,0.5084638199016822,0.47874677288963335,0.4920537808189272,0.5024079697056073,0.4980921894092393,0.49595290654501784,0.01013924594230883,,linear,,,,,,,,,,,,,
svm,Support Vector Machine,2.0275763988494875,0.03361141244659033,0.07084813117980956,0.0024835145402729636,1.0,,"{'C': 1, 'kernel': 'linear'}",0.49803535585967645,0.4970501217477084,0.4445337941232894,0.5111794020389409,0.48639255751828175,0.4874382462575794,0.022848259618949304,10,0.510504686514232,0.4801284403306993,0.4907008189478734,0.5041934105488575,0.49106733221768994,0.4953189377118704,0.010765849856901594,,linear,,,,,,,,,,,,,
